file_name,FastFMC_D0_number_of_nodes,FastFMC_D0_number_of_edges,FastFMC_D_number_of_nodes,FastFMC_D_number_of_edges,alt1_D0_number_of_nodes,alt1_D0_number_of_edges,alt2_D_number_of_nodes,alt2_D_number_of_edges
or-50-5-8-UC-10,41960,132914,42632,138480,83127,179593,41256,148875
or-50-5-8-UC-20,3329,9973,3379,10201,6604,13682,3285,11112
or-50-5-8-UC-30,317,594,323,621,434,723,319,637
or-50-5-8-UC-40,174,195,177,206,191,212,177,206
or-50-5-9,1589040,4742937,1618661,4803412,3544688,7154772,1544623,5703910
or-50-5-9-UC-10,40184,138412,40862,137757,99672,205986,39313,156597
or-50-5-9-UC-20,4916,16593,5043,16570,10897,23672,4827,19212
or-50-5-9-UC-30,349,732,357,756,448,831,356,765
or-50-5-9-UC-40,215,308,218,317,230,323,218,317
or-60-10-1,13217794,39997974,13409304,41854512,27574565,56888617,12914025,46339040
or-60-10-1-UC-10,385497,1239996,391582,1268870,830400,1753508,377276,1397749
or-60-10-1-UC-20,84706,289946,86065,290275,194044,416860,82530,320568
or-60-10-1-UC-30,4778,15922,4852,16926,11711,23745,4723,18012
or-60-10-1-UC-40,2593,8118,2656,8455,5235,10914,2595,8759
or-60-10-10,2680346,8382853,2722517,8815296,5755011,12063501,2616198,10024752
or-60-10-10-UC-10,477421,1558523,486982,1650639,1121358,2328603,465078,1914725
or-60-10-10-UC-20,4229,14494,4331,14772,10529,21631,4173,16109
or-60-10-10-UC-30,677,1641,693,1692,1099,2125,684,1773
or-60-10-10-UC-40,347,644,362,701,477,792,359,718
or-60-10-2,6581205,19864402,6687991,20626306,14532538,29203717,6423068,23210821
or-60-10-2-UC-10,207315,643359,211451,637816,482652,982483,201535,752852
or-60-10-2-UC-20,15752,54870,16119,56736,70301,149348,15454,62670
or-60-10-2-UC-30,483,1030,497,1110,689,1260,495,1132
or-60-10-2-UC-40,455,956,475,1025,614,1155,471,1095
or-60-10-3,7837303,23882465,7957986,24931715,17012557,34574674,7651096,27739736
or-60-10-3-UC-10,1265121,4067895,1286374,4283480,2905469,6039297,1229387,4841847
or-60-10-3-UC-20,40924,123785,41595,127970,94145,197272,39829,154215
or-60-10-3-UC-30,7374,23634,7491,24856,21638,46080,7232,27489
or-60-10-3-UC-40,1682,4971,1713,5189,3330,6930,1674,5594
or-60-10-4,8851002,26817386,8986992,27333566,17965023,37852911,8634667,30828702
or-60-10-4-UC-10,73964,251483,75147,254151,182573,375962,72190,283363
or-60-10-4-UC-20,1202,3849,1219,3909,2680,5403,1201,4029
or-60-10-4-UC-30,365,721,369,735,477,843,367,745
or-60-10-4-UC-40,268,427,271,427,320,481,269,435
or-60-10-5,3564366,10955568,3624598,11504685,8199237,16296259,3481221,12797237
or-60-10-5-UC-10,29090,100141,29733,103344,72368,149064,28502,114596
or-60-10-5-UC-20,1429,4302,1468,4447,3462,6995,1440,4687
or-60-10-5-UC-30,577,1448,594,1547,918,1795,590,1581
or-60-10-5-UC-40,309,514,322,536,391,596,320,550
or-60-10-6,5157685,15799395,5245912,16406071,11246676,23129476,5019893,18711324
or-60-10-6-UC-10,924364,2878264,940817,2900048,2133558,4311902,899615,3291528
or-60-10-6-UC-20,1550,4560,1588,4823,3514,7342,1545,5053
or-60-10-6-UC-30,796,2170,827,2176,2056,4333,796,2428
or-60-10-6-UC-40,382,786,390,830,544,952,389,831
or-60-10-7,12481259,39227337,12668336,41622391,--,--,12236609,45580049
or-60-10-7-UC-10,51862,187239,52601,190419,119017,264678,50914,207638
or-60-10-7-UC-20,2521,8124,2579,8291,5700,11804,2490,9202
or-60-10-7-UC-30,654,1703,671,1813,1140,2233,663,1881
or-60-10-7-UC-40,289,463,297,481,327,501,296,486
or-60-10-8,10084246,29859238,10209430,30212611,21081558,42684986,9843371,33315942
or-60-10-8-UC-10,5538,19616,5641,20181,13753,28904,5472,21904
or-60-10-8-UC-20,4659,15855,4713,16289,10480,22391,4616,17155
or-60-10-8-UC-30,775,2043,791,2135,1257,2571,786,2180
or-60-10-8-UC-40,214,268,218,281,242,296,218,281
or-60-10-9,7688632,23167989,7798238,23838757,16721286,33713950,7511869,26585181
or-60-10-9-UC-10,31296,113648,31703,112833,82875,174932,30513,125491
or-60-10-9-UC-20,1000,2845,1016,2899,1712,3613,1000,2998
or-60-10-9-UC-30,303,541,307,554,420,658,307,554
or-60-10-9-UC-40,296,496,301,513,350,550,301,513
or-60-20-1,3119698,9455295,3165437,9681317,7130403,14360038,3033129,11255835
or-60-20-1-UC-10,1300717,4013705,1318424,4123022,2938300,5935793,1266748,4596155
or-60-20-1-UC-20,4100,13813,4157,13894,10185,20684,4039,14902
or-60-20-1-UC-30,1804,6011,1827,6078,4072,8470,1787,6423
or-60-20-1-UC-40,1009,3004,1022,3153,1911,4000,1013,3224
or-60-20-10,4772555,14606256,4841877,15182750,10295803,21137141,4659648,16999476
or-60-20-10-UC-10,577889,1922452,586994,2003738,1234511,2699215,565106,2211153
or-60-20-10-UC-20,79463,268961,80978,279942,210522,445284,77308,313892
or-60-20-10-UC-30,7984,29032,8149,30667,21838,50281,7919,31953
or-60-20-10-UC-40,3154,10051,3199,11214,6463,13928,3128,11892
or-60-20-2,5987481,18024427,6079248,18751910,12781397,26025423,5843728,21147983
or-60-20-2-UC-10,1106242,3380317,1124051,3403399,2516872,4962111,1081177,3769339
or-60-20-2-UC-20,14775,50480,15034,53506,36826,77827,14618,56407
or-60-20-2-UC-30,373,699,393,771,508,834,392,778
or-60-20-2-UC-40,331,568,355,647,434,671,355,647
or-60-20-3,3643958,10935577,3696103,11262616,7566775,15522146,3554123,12518352
or-60-20-3-UC-10,17477,59572,17685,62498,39560,83406,17254,65215
or-60-20-3-UC-20,4740,15661,4831,16257,10061,21678,4694,17600
or-60-20-3-UC-30,2948,8667,3019,9287,6066,12097,2960,9528
or-60-20-3-UC-40,1040,2812,1067,2999,2117,4188,1047,3091
or-60-20-4,3974227,12027868,4035262,12233220,8280463,17025238,3885665,13617053
or-60-20-4-UC-10,1732607,5422665,1764468,5671610,3617306,7704854,1688918,6508226
or-60-20-4-UC-20,206083,671207,210567,696261,499708,1011716,201014,799927
or-60-20-4-UC-30,24146,78971,24520,81180,60157,119146,23614,88111
or-60-20-4-UC-40,19161,60304,19463,62341,44622,87660,18882,66238
or-60-20-5,4541435,13719705,4617725,14073420,10027036,20422229,4413396,16211934
or-60-20-5-UC-10,1161931,3633474,1182579,3775080,2665327,5320487,1136151,4165654
or-60-20-5-UC-20,1080985,3339377,1099816,3539215,2401442,4812258,1059382,3852012
or-60-20-5-UC-30,65429,203724,66704,210310,184477,377884,63746,236322
or-60-20-5-UC-40,2866,8542,2930,8979,5625,11679,2846,9482
or-60-20-6,9281342,28133996,9416676,28659599,19977554,40943198,9045899,32460614
or-60-20-6-UC-10,4299452,13009447,4368343,13474648,9124402,18767449,4196019,15150511
or-60-20-6-UC-20,176270,590623,179559,605737,435141,882990,172220,670876
or-60-20-6-UC-30,54970,174566,56007,177608,130616,274690,53373,214102
or-60-20-6-UC-40,6166,20514,6286,21173,21174,42344,6113,22357
or-60-20-7,8770446,26283837,8892950,27100393,18776775,38000490,8562083,30361852
or-60-20-7-UC-10,1131510,3625780,1149033,3691363,2508948,5230290,1104185,4176728
or-60-20-7-UC-20,552339,1602375,560356,1693672,1264641,2443984,538691,1875175
or-60-20-7-UC-30,15313,50954,15545,52663,39706,81419,15131,55690
or-60-20-7-UC-40,1066,2772,1101,3097,1922,3684,1087,3213
or-60-20-8,2186332,6801583,2222425,7144562,4728107,9762928,2135494,7892515
or-60-20-8-UC-10,178720,566965,181787,580475,383739,808300,174661,642571
or-60-20-8-UC-20,1959,6544,2012,6916,4162,9307,1956,7258
or-60-20-8-UC-30,570,1404,597,1533,907,1773,591,1575
or-60-20-8-UC-40,253,349,265,394,304,406,265,394
or-60-20-9,12472424,36898042,12647531,38206975,27696089,55607826,12112861,44108184
or-60-20-9-UC-10,74243,253772,75407,257515,238366,495444,72588,279478
or-60-20-9-UC-20,1293,3719,1318,3786,2823,5399,1287,4024
or-60-20-9-UC-30,376,639,393,696,463,726,393,696
or-60-20-9-UC-40,371,633,387,687,458,720,387,687
or-60-5-1,5624713,16750414,5700196,17773118,12216254,24416138,5484352,19599284
or-60-5-1-UC-10,8557,28653,8735,28986,23439,47048,8406,31671
or-60-5-1-UC-20,3034,9953,3095,10129,8288,17101,3006,11031
or-60-5-1-UC-30,1121,3278,1143,3436,2322,4636,1127,3556
or-60-5-1-UC-40,283,447,290,464,357,521,289,473
or-60-5-10,6101545,18207733,6194555,18809475,13162175,26524044,5947568,21133316
or-60-5-10-UC-10,9868,32066,10039,32885,22991,46653,9717,35208
or-60-5-10-UC-20,2817,9250,2874,9489,6406,13244,2793,10094
or-60-5-10-UC-30,406,820,419,859,559,973,417,871
or-60-5-10-UC-40,212,246,218,264,234,269,218,264
or-60-5-2,6646862,20430460,6752028,20772424,14414195,30478679,6458159,24429889
or-60-5-2-UC-10,25090,85385,25697,85385,59015,123292,24683,97503
or-60-5-2-UC-20,1909,5991,1943,6441,3783,8248,1898,6846
or-60-5-2-UC-30,1011,2685,1027,2851,1740,3492,1013,2927
or-60-5-2-UC-40,328,520,336,551,379,571,336,551
or-60-5-3,5650941,17080871,5734749,17374217,12449711,25222833,5503661,19699381
or-60-5-3-UC-10,931239,2924138,944546,2953454,2063565,4258669,908824,3303060
or-60-5-3-UC-20,25652,81133,25975,81877,58822,118567,25074,89023
or-60-5-3-UC-30,325,576,332,591,404,655,331,600
or-60-5-3-UC-40,271,458,279,474,321,508,277,482
or-60-5-4,1851084,5490831,1878366,5605771,3936143,7926505,1803529,6258334
or-60-5-4-UC-10,4249,14297,4295,14590,13555,29103,4218,15257
or-60-5-4-UC-20,343,593,357,621,456,772,356,634
or-60-5-4-UC-30,222,284,227,299,234,296,227,299
or-60-5-4-UC-40,186,213,188,218,194,221,188,218
or-60-5-5,6161655,19457939,6271992,19950787,12860519,27502914,6006903,22870147
or-60-5-5-UC-10,31525,111180,32156,113074,76800,161062,30896,125191
or-60-5-5-UC-20,636,1741,646,1784,1191,2328,637,1849
or-60-5-5-UC-30,440,996,453,1041,644,1200,450,1064
or-60-5-5-UC-40,219,264,222,276,242,287,222,276
or-60-5-6,20239849,61479258,20583835,62950505,--,--,19768549,71730262
or-60-5-6-UC-10,77944,267794,79275,275163,194099,395383,76267,299985
or-60-5-6-UC-20,591,1554,601,1640,851,1830,598,1659
or-60-5-6-UC-30,244,318,249,339,297,371,249,339
or-60-5-6-UC-40,217,260,221,273,236,279,221,273
or-60-5-7,4832798,15031445,4901528,15476319,10437342,21807383,4708048,17565636
or-60-5-7-UC-10,5671,18201,5786,18352,12466,25990,5573,19899
or-60-5-7-UC-20,1426,4160,1469,4242,3190,6340,1440,4447
or-60-5-7-UC-30,567,1284,580,1327,912,1726,577,1364
or-60-5-7-UC-40,394,842,401,863,828,1635,400,864
or-60-5-8,8019010,23547596,8112803,24126899,15428348,32487521,7836875,26589536
or-60-5-8-UC-10,433427,1428819,440608,1446143,990525,2076329,423600,1652362
or-60-5-8-UC-20,977,2714,993,2773,1838,3595,984,2820
or-60-5-8-UC-30,385,850,392,880,591,1056,392,880
or-60-5-8-UC-40,291,540,298,558,355,604,297,567
or-60-5-9,4059844,11947651,4122447,12190414,8542205,17479279,3950609,13925458
or-60-5-9-UC-10,45337,169091,45978,175297,115557,245049,44589,185624
or-60-5-9-UC-20,680,1795,696,1928,1084,2227,692,1959
or-60-5-9-UC-30,401,807,410,848,544,974,408,894
or-60-5-9-UC-40,232,332,236,345,257,357,236,345
or-70-10-1,18132852,56915433,18420909,58751093,--,--,17707207,67423341
or-70-10-1-UC-10,52020,202410,52998,212294,130919,294297,50964,238477
or-70-10-1-UC-20,2702,9185,2759,9522,6617,13196,2706,9772
or-70-10-1-UC-30,850,2218,871,2372,1630,3040,862,2413
or-70-10-1-UC-40,487,1060,504,1069,747,1334,499,1140
or-70-10-10,67241429,202213429,68246970,208273087,--,--,--,--
or-70-10-10-UC-10,951995,3046277,967407,3069522,2283995,4570588,928410,3442258
or-70-10-10-UC-20,8096,27021,8207,25493,19929,40922,7894,30136
or-70-10-10-UC-30,525,1085,538,1130,746,1312,536,1142
or-70-10-10-UC-40,439,878,445,912,591,1052,443,932
or-70-10-2,23869210,71258375,24227775,72548066,--,--,23275004,83344086
or-70-10-2-UC-10,1714181,5417961,1739474,5590189,4047513,8040256,1676838,6160048
or-70-10-2-UC-20,26007,91172,26485,90634,64336,133390,25464,98875
or-70-10-2-UC-30,1300,3789,1336,3957,2726,5353,1314,4147
or-70-10-2-UC-40,323,444,337,491,377,498,337,491
or-70-10-3,34544086,106842549,35125403,108796529,--,--,--,--
or-70-10-3-UC-10,36091,123912,36675,128712,89194,181704,35423,138605
or-70-10-3-UC-20,3121,10128,3177,10264,6536,13833,3106,10977
or-70-10-3-UC-30,379,636,393,678,497,760,391,688
or-70-10-3-UC-40,259,338,268,360,289,360,268,360
or-70-10-4,24462354,76117930,24857081,78446715,--,--,23806316,90515124
or-70-10-4-UC-10,1444344,4426222,1467530,4550686,3270416,6645605,1404417,5244506
or-70-10-4-UC-20,306652,911741,311503,916025,644518,1339495,298227,1066892
or-70-10-4-UC-30,76170,239420,77573,244949,180902,362210,74219,279482
or-70-10-4-UC-40,2046,6584,2094,7078,4828,10289,2030,8071
or-70-10-5,39381593,121761157,39946002,125827121,--,--,--,--
or-70-10-5-UC-10,979056,3150127,991823,3212051,2333852,4665937,956625,3493991
or-70-10-5-UC-20,5083,18519,5208,18725,14533,30428,5043,20171
or-70-10-5-UC-30,715,1913,739,2006,1234,2484,727,2082
or-70-10-5-UC-40,310,464,321,507,367,521,321,507
or-70-10-6,25884185,78294129,26232603,80042572,--,--,25258462,89982776
or-70-10-6-UC-10,384358,1198839,390561,1191577,886478,1829046,373089,1410046
or-70-10-6-UC-20,22214,76367,22494,76831,48073,106225,21824,82189
or-70-10-6-UC-30,582,1406,596,1425,796,1666,591,1522
or-70-10-6-UC-40,235,293,238,302,255,313,238,302
or-70-10-7,--,--,--,--,--,--,--,--
or-70-10-7-UC-10,2350769,7619455,2384889,7608997,5195847,10932772,2297602,8593441
or-70-10-7-UC-20,98417,356178,99956,358079,250394,526164,96171,393109
or-70-10-7-UC-30,2381,7844,2443,8105,6172,14185,2365,8702
or-70-10-7-UC-40,705,1907,728,2099,1200,2420,724,2129
or-70-10-8,28233645,87542450,28668448,89416610,--,--,--,--
or-70-10-8-UC-10,50314,173375,51008,174740,124000,262287,48987,195830
or-70-10-8-UC-20,949,2645,954,2702,1670,3445,943,2791
or-70-10-8-UC-30,310,510,317,528,361,561,316,535
or-70-10-8-UC-40,240,303,244,316,259,322,244,316
or-70-10-9,63492605,181060609,64443402,185504628,--,--,--,--
or-70-10-9-UC-10,40927,146862,41785,145103,115609,232405,39819,166060
or-70-10-9-UC-20,1351,3983,1378,4201,2656,5354,1361,4286
or-70-10-9-UC-30,1150,3080,1180,3128,2179,4337,1147,3479
or-70-10-9-UC-40,547,1315,564,1339,946,1908,553,1446
or-70-20-1,59650869,182408548,60527533,190481179,--,--,--,--
or-70-20-1-UC-10,156485,488047,158663,491319,374954,743626,152308,546983
or-70-20-1-UC-20,26967,87180,27417,89214,69540,135666,26338,98929
or-70-20-1-UC-30,19705,66033,20082,67612,57598,115419,19329,73900
or-70-20-1-UC-40,5960,19083,6033,20588,19085,37694,5892,21622
or-70-20-10,61286147,182869252,62285098,184843310,--,--,--,--
or-70-20-10-UC-10,1366928,4590858,1389346,4693619,2858148,6428461,1334898,5305586
or-70-20-10-UC-20,6100416,18115253,6193331,18502117,13368983,26796482,5937670,21119515
or-70-20-10-UC-30,185469,610778,188487,617904,436814,897581,181037,686726
or-70-20-10-UC-40,6837,22723,6906,23540,15273,33200,6756,24639
or-70-20-2,28933804,91198617,29354330,93689319,--,--,28242532,105357953
or-70-20-2-UC-10,534942,1767979,542935,1779207,1198853,2578118,518891,2019815
or-70-20-2-UC-20,45302,143847,46087,148953,135341,282241,44428,164805
or-70-20-2-UC-30,37838,117617,38458,122153,79513,166104,37068,132464
or-70-20-2-UC-40,1793,5234,1833,5563,5490,11257,1815,5665
or-70-20-3,58020607,170112188,58823048,172935117,--,--,--,--
or-70-20-3-UC-10,10082325,30963046,10237857,31992944,22748817,45585054,9840669,35624637
or-70-20-3-UC-20,348028,1082918,354406,1071431,1952089,3803405,338901,1256255
or-70-20-3-UC-30,121143,409064,123413,418732,265520,568949,118905,453487
or-70-20-3-UC-40,5088,17178,5216,18057,10068,22522,5077,18983
or-70-20-4,--,--,--,--,--,--,--,--
or-70-20-4-UC-10,7753089,24228833,7867611,24594321,17543326,35681407,7558875,27438554
or-70-20-4-UC-20,708411,2177316,718868,2220489,1630241,3233259,690414,2437260
or-70-20-4-UC-30,1891,6014,1957,6595,4352,8801,1905,7030
or-70-20-4-UC-40,504,1056,528,1201,756,1301,526,1213
or-70-20-5,10788180,34024529,10948824,36010588,22658048,49260127,10491089,41635250
or-70-20-5-UC-10,2408521,7525487,2441749,7911020,5236952,11042358,2348877,8981232
or-70-20-5-UC-20,555526,1801721,563249,1842334,1324930,2745641,539354,2091427
or-70-20-5-UC-30,82429,267367,83898,260951,194571,406708,79740,313094
or-70-20-5-UC-40,2449,7773,2516,8178,5643,11069,2468,8426
or-70-20-6,39341935,118630223,39920131,120501878,--,--,--,--
or-70-20-6-UC-10,1689948,5151521,1717768,5245556,3697183,7564937,1643864,6039966
or-70-20-6-UC-20,17319,58171,17633,59556,41487,84944,16971,65501
or-70-20-6-UC-30,781,1902,801,1984,1284,2480,788,2063
or-70-20-6-UC-40,469,972,484,1026,681,1219,481,1057
or-70-20-7,39729442,118018770,40336665,121682619,--,--,--,--
or-70-20-7-UC-10,924101,3130753,945687,3157291,2233051,4670278,900325,3679475
or-70-20-7-UC-20,103785,377400,105755,395389,228481,524756,101723,434816
or-70-20-7-UC-30,5150,17112,5251,18292,14120,30143,5096,19603
or-70-20-7-UC-40,1981,6127,2025,6459,4632,9152,1986,6714
or-70-20-8,51560726,153402137,52364004,155115014,--,--,--,--
or-70-20-8-UC-10,11054610,33118675,11247003,33880277,23970787,49094669,10755871,39706294
or-70-20-8-UC-20,2960767,9232812,3007700,9408823,6756161,13693610,2885997,10578552
or-70-20-8-UC-30,33592,119050,34201,122077,95332,204448,32917,133126
or-70-20-8-UC-40,8725,28371,8878,30860,18495,38983,8614,32308
or-70-20-9,76554069,227674816,--,--,--,--,--,--
or-70-20-9-UC-10,10437,37701,10601,37989,30135,62713,10287,40820
or-70-20-9-UC-20,1212,3842,1256,4047,2657,5468,1227,4386
or-70-20-9-UC-30,536,1103,553,1208,800,1413,549,1246
or-70-20-9-UC-40,341,545,355,614,417,639,355,614
or-70-5-1,13559181,40464098,13751045,41064313,28440293,59415915,13181459,47378331
or-70-5-1-UC-10,86611,296362,87826,298958,219597,446155,84626,325755
or-70-5-1-UC-20,498,1023,508,1073,757,1282,507,1074
or-70-5-1-UC-30,242,305,244,311,276,339,244,311
or-70-5-1-UC-40,208,227,209,230,222,241,209,230
or-70-5-10,40917587,121698382,41516824,123094336,--,--,--,--
or-70-5-10-UC-10,128948,455296,131451,470620,332411,683214,126035,517082
or-70-5-10-UC-20,3721,12942,3806,13326,9224,19177,3680,14691
or-70-5-10-UC-30,1295,3749,1336,3967,2540,5088,1305,4230
or-70-5-10-UC-40,498,978,516,1046,708,1216,511,1111
or-70-5-2,22548236,66045787,22854683,66755207,--,--,21936829,77382291
or-70-5-2-UC-10,199597,691173,203353,706512,469919,1008570,194724,800056
or-70-5-2-UC-20,10941,36637,11086,37429,22936,50122,10775,39937
or-70-5-2-UC-30,472,1031,482,1093,707,1304,478,1145
or-70-5-2-UC-40,274,400,283,423,331,461,282,434
or-70-5-3,--,--,--,--,--,--,--,--
or-70-5-3-UC-10,1567,4936,1581,4974,3026,6523,1556,5121
or-70-5-3-UC-20,346,539,347,544,404,597,347,544
or-70-5-3-UC-30,589,1382,596,1370,855,1666,590,1414
or-70-5-3-UC-40,374,673,375,678,441,740,375,678
or-70-5-4,34167414,102747940,34656530,105084269,--,--,--,--
or-70-5-4-UC-10,1047026,3334504,1064466,3367488,2530574,5089225,1019938,3851624
or-70-5-4-UC-20,25152,78222,25469,76550,62701,127133,24373,92828
or-70-5-4-UC-30,4627,15130,4700,15477,10524,21579,4567,16351
or-70-5-4-UC-40,289,404,300,434,333,448,300,434
or-70-5-5,33958027,101931587,34537019,105303120,--,--,--,--
or-70-5-5-UC-10,57048,196710,58007,202123,142909,290007,56196,217420
or-70-5-5-UC-20,17356,59330,17651,60533,42032,85637,17174,64256
or-70-5-5-UC-30,339,559,343,591,434,676,342,606
or-70-5-5-UC-40,254,339,259,360,281,366,259,360
or-70-5-6,--,--,--,--,--,--,--,--
or-70-5-6-UC-10,3494598,10613908,3547279,10710769,7988463,16241096,3388555,12433912
or-70-5-6-UC-20,10717,37493,10870,39024,26279,56893,10436,43528
or-70-5-6-UC-30,772,2114,778,2171,1549,2927,771,2205
or-70-5-6-UC-40,204,208,204,208,215,219,204,208
or-70-5-7,15054306,43736699,15277022,45115324,31245589,63126273,14664149,51881281
or-70-5-7-UC-10,622316,1997381,631119,2074620,1444325,2983809,605316,2341287
or-70-5-7-UC-20,16836,57452,17191,58760,46677,103306,16534,64955
or-70-5-7-UC-30,387,654,404,716,508,775,403,719
or-70-5-7-UC-40,260,315,266,333,288,343,266,333
or-70-5-8,44209344,132546965,44890076,135104390,--,--,--,--
or-70-5-8-UC-10,145856,521837,148323,523802,354573,774633,141634,598924
or-70-5-8-UC-20,12094,41424,12273,42285,26244,56987,11946,45377
or-70-5-8-UC-30,355,578,359,603,426,655,359,603
or-70-5-8-UC-40,254,309,257,319,275,330,257,319
or-70-5-9,35250882,104847127,35739142,107359424,--,--,--,--
or-70-5-9-UC-10,6689,21492,6787,21254,16367,36008,6610,22885
or-70-5-9-UC-20,869,2438,888,2536,1623,3402,876,2636
or-70-5-9-UC-30,312,477,318,496,385,550,318,496
or-70-5-9-UC-40,200,211,203,218,212,223,203,218
p2106,26539,176511,27669,167852,85767,512911,25796,504759
par16-1,1016,1015,1016,1015,1040,1039,1016,1015
par16-1-c,318,317,318,317,336,335,318,317
par16-2,1016,1015,1016,1015,1044,1043,1016,1015
par16-2-c,350,349,350,349,374,373,350,349
par16-3,1016,1015,1016,1015,1048,1047,1016,1015
par16-3-c,335,334,335,334,369,368,335,334
par16-4,1016,1015,1016,1015,1044,1043,1016,1015
par16-4-c,325,324,325,324,355,354,325,324
par16-5,1016,1015,1016,1015,1038,1037,1016,1015
par16-5-c,342,341,342,341,366,365,342,341
par8-1,351,350,351,350,353,352,351,350
par8-1-c,65,64,65,64,75,74,65,64
par8-2,351,350,351,350,353,352,351,350
par8-2-c,69,68,69,68,83,82,69,68
par8-3,351,350,351,350,353,352,351,350
par8-3-c,76,75,76,75,78,77,76,75
par8-4,351,350,351,350,361,360,351,350
par8-4-c,68,67,68,67,70,69,68,67
par8-5,351,350,351,350,361,360,351,350
par8-5-c,76,75,76,75,86,85,76,75
pati,35860,203749,37120,201153,109432,587333,34013,575939
pc_i82544,42619,252970,44002,242779,152023,702878,40543,688678
pc_i82559,24721,140993,25805,140469,74701,344422,23912,323199
pc_rltk8139,58428,387988,59791,404504,213095,1508182,54795,1493787
pc_usb_d12,34879,190307,36318,185546,94566,422054,33726,396531
pc_vmWare,35794,210464,36884,204605,114926,573388,33952,557708
phycore,22603,142239,23648,143249,75690,554164,21863,544750
phycore229x,34201,223439,35378,217421,98770,509573,32737,493356
picasso,34256,226917,35465,196853,112505,599228,32608,576820
pid,29491,178945,30656,175271,83185,404147,28464,392854
prob001.pddl,2230,7285,2341,7676,2869,8522,2310,8117
prob002.pddl,10115,352513,10231,351688,19307,504886,9430,495175
prob003.pddl,5101,125352,5223,125373,10654,155476,5011,150102
prob004-log-a,26769,521100,26887,517065,47454,709014,25313,687424
prob004.pddl,83765,1408607,84214,1404843,184404,2108462,77736,2006031
prob005.pddl,126848,5515002,127433,5496376,366587,7180403,117271,6933794
prob012.pddl,6296642,125127979,6304988,121968026,14509310,336089773,5558811,327322696
prpmc1100,20140,128045,21134,118661,66118,427221,19662,424640
psim,19142,136160,20060,150500,60686,400776,18710,394867
qg1-07,522,1052,522,1052,717,1660,519,1299
qg1-08,774,3117,774,3117,1420,4901,768,3705
qg2-07,562,2129,562,2129,949,2930,557,2506
qg2-08,600,809,600,809,736,934,600,809
qg3-08,817,3627,817,3627,1237,5175,809,4567
qg4-09,1862,48373,1862,48373,10031,81342,1735,73989
qg5-11,1745,3437,1745,3437,2190,4941,1744,4562
qg6-09,964,1312,964,1312,1003,1515,963,1473
qg7-09,964,1301,964,1301,983,1458,963,1442
qg7-13,3493,44680,3493,44680,10199,90209,3443,83453
ra,96659,1297093,97818,1304229,366124,1583483,96875,1320194
rattler,40776,213957,42218,216160,114853,475623,38831,438822
rb,179003,2148460,180691,2174383,671065,2701202,177865,2213711
rc,2449408,36602956,2460540,36252756,14363307,52208107,2369345,40387595
ref4955,42853,233424,43929,220091,129706,595894,40547,573259
refidt334,28276,176481,29431,174210,84303,453045,27278,430880
ring2_r6_p_t1,353,854,365,896,470,1078,360,998
ring2_r6_p_t10,587023,10173720,592640,9779238,1122819,12707087,554695,12223783
ring2_r6_p_t2,1017,3264,1023,3354,1229,3550,1016,3397
ring2_r6_p_t3,2235,8931,2253,9025,2890,10091,2215,9536
ring2_r6_p_t4,64199,499609,64513,489550,75564,1018363,56455,1006880
ring2_r6_p_t5,87961,771755,88359,757499,146487,1237065,79615,1177370
ring2_r6_p_t6,210501,2784107,212604,2708634,292818,4002786,187466,3934246
ring2_r6_p_t7,386641,4934047,388589,4714679,736021,7503701,356500,7147732
ring2_r6_p_t8,317186,4557286,321123,4288462,536848,5897376,296634,5705181
ring2_r6_p_t9,375628,5820441,379371,5548536,691612,7348186,352606,7059112
ring2_r8_p_t1,468,1274,483,1327,653,1634,477,1496
ring2_r8_p_t10,4283067,105912122,4325372,97051684,6514574,148305523,3903020,146423634
ring2_r8_p_t2,1390,5217,1401,5295,1985,6304,1366,5750
ring2_r8_p_t3,5624,25838,5640,25931,9517,37501,5356,33496
ring2_r8_p_t4,17511,81217,17543,82114,32868,179720,16406,163826
ring2_r8_p_t5,292461,2371328,293581,2257818,366978,5668206,257000,5582476
ring2_r8_p_t6,986187,12289682,987966,11324136,1244376,24858757,857829,24587946
ring2_r8_p_t7,2306053,29033206,2311097,26701982,3488626,56672632,2056179,55470863
ring2_r8_p_t8,2225081,41712709,2237240,38567947,3034039,62657157,2007676,61918391
ring2_r8_p_t9,4387604,77613387,4418021,70844025,7793996,117098159,4036273,113850871
ring_3_p_t1,285,497,285,497,317,529,285,497
ring_3_p_t10,36743,387160,36947,380103,62027,478572,34489,457976
ring_3_p_t2,614,1566,614,1566,694,1654,611,1571
ring_3_p_t3,1374,8273,1375,8506,2378,9919,1339,8968
ring_3_p_t4,2580,19316,2585,19198,4174,23001,2461,21447
ring_3_p_t5,5155,43120,5205,42515,9724,53070,4954,48901
ring_3_p_t6,8322,83519,8406,82457,14848,100448,7882,94686
ring_3_p_t7,13324,120180,13444,118025,21970,150754,12505,143098
ring_3_p_t8,19206,182614,19320,178201,30813,224204,17974,214050
ring_3_p_t9,43707,394568,44113,394207,70746,491966,40474,471902
ring_4_p_t1,369,646,369,646,413,692,368,647
ring_4_p_t10,112133,1386996,113273,1352653,205205,1606916,106512,1527511
ring_4_p_t2,770,1951,770,1971,886,2103,769,1992
ring_4_p_t3,1545,5409,1548,5401,1954,5980,1526,5577
ring_4_p_t4,4645,43339,4653,43798,7123,53067,4284,50638
